Gene Symbol,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5
Snrpg,14.4222,14.6348,12.3371,8.0245,7.69855,10.6521,6.68598,7.35655,9.76528,8.42294
Rasa2,8.45845,9.55177,8.9048,9.49429,9.20495,10.9169,10.9098,11.1387,10.4038,11.0166
Galns,9.39888,9.53495,8.92065,9.6993,9.62537,9.42856,10.4976,12.4926,10.418,9.98406
Mrpl17,9.36243,9.97273,10.3519,10.0983,10.2044,9.4498,9.82014,10.3029,10.613,9.82432
Btnl1,10.3339,8.65165,7.49546,15.9638,15.1983,7.09792,4.80676,5.60364,9.58151,15.2671
Mgme1,9.96626,10.8813,10.9441,9.18044,9.1845,9.94006,10.3457,10.3297,9.86336,9.36458
Acd,10.3743,11.1118,11.6589,8.62577,9.05956,9.50511,10.7216,9.43963,11.0255,8.47787
Dpf2,9.52258,9.637,10.8411,9.69712,9.22619,10.4902,10.2506,10.689,9.893,9.75324
Extl2,10.4017,10.6805,10.9923,9.18967,10.0777,9.64968,9.75655,9.40447,9.64595,10.2016
Wdr82,11.3539,11.1706,11.51,10.396,10.6552,9.97851,9.40337,8.81766,8.54184,8.17297
CSN2,7.55815,6.89805,7.09606,5.89614,6.14073,9.9485,23.2074,10.4674,9.6379,13.1497
Bcl9l,9.98885,10.4993,10.5465,8.61459,9.06821,11.2713,9.82279,10.0441,9.812,10.3324
Unk,9.79645,10.2904,10.4851,9.6375,9.6005,10.7966,9.39458,10.0644,9.8554,10.0791
Tbcel,9.63769,9.71186,10.1827,10.0889,10.3422,9.62871,10.0173,10.5975,9.86499,9.92808
Tma7,12.7427,11.5377,10.9847,9.59778,8.73787,10.9684,8.26734,7.66106,10.307,9.19538
Mvb12a,9.59384,9.1535,9.92623,9.20652,9.2672,11.3443,10.6902,11.1828,10.0618,9.57357
Zc3h7a,10.2998,10.6424,10.6773,8.80558,9.28779,10.0491,9.53532,11.1151,10.2219,9.36557
Sirt7,10.726,9.59236,10.2766,10.5115,10.2759,9.68872,9.04097,10.2464,10.4986,9.14293
Mtnd1,10.3555,10.2028,10.1267,9.71318,10.6435,10.0441,8.99618,10.1946,9.85183,9.87167
Ccnt1,9.77453,10.1157,10.1165,9.43336,9.24889,10.5812,10.6153,10.3078,9.42871,10.3781
Col11a1,8.34881,8.25634,13.0026,10.7645,9.25145,8.65474,8.28136,7.99588,12.6236,12.8208
Slc19a1,8.65166,11.0241,9.45419,9.14246,7.12972,10.723,10.3924,13.0206,10.792,9.66982
Tns4,7.36592,6.7547,8.07864,6.4419,6.49004,13.5215,15.2428,13.2131,11.6415,11.2499
Gata6,10.5161,10.7057,11.9851,9.54178,9.39291,9.17556,9.56402,9.99431,10.7179,8.40659
Trafd1,12.9924,11.147,12.9911,9.51826,10.4975,9.32682,7.76323,7.60894,10.4769,7.67785
Setdb1,9.87754,10.4808,10.466,9.58974,9.16148,10.332,10.0858,10.0537,10.1111,9.84169
Gins3,10.176,11.8822,11.463,9.84427,11.1723,10.2173,8.12475,9.67041,9.16919,8.2806
Tmem106b,10.0342,10.5181,10.3077,8.59276,9.73584,10.1981,10.1891,10.3803,9.94835,10.0954
Wdr73,10.0276,10.7718,10.9797,9.82344,9.24408,10.6619,9.33681,10.277,10.1754,8.70213
Pi4k2a,10.5194,9.23337,10.065,9.3023,9.9586,10.0393,10.078,9.74571,10.0446,11.0136
Cog8,10.5379,9.96859,9.88679,10.7301,10.3467,9.39358,9.38508,9.72002,10.1496,9.88158
Ccbl1,9.53331,10.4168,10.2668,11.0639,10.4875,8.77592,8.86843,10.2149,9.27687,11.0956
Mettl9,10.1017,10.1858,10.5115,10.2739,10.0667,9.93055,8.94139,10.6605,9.83249,9.49563
Ten1,10.8289,10.8577,10.7026,11.3471,10.3344,11.8996,9.54188,8.67809,7.95281,7.85694
Ildr1,8.6675,12.0503,7.93106,11.5485,9.8436,9.5438,8.78669,9.4328,10.0653,12.1305
Fkbp1a,9.22305,9.75225,8.50069,7.75521,8.29539,11.489,12.4072,12.4878,10.0516,10.0379
Vasn,7.53608,9.48931,11.1207,11.4512,9.93607,11.2511,11.241,10.1625,8.67888,9.13324
Surf1,10.1423,10.3755,9.93693,10.5534,9.66734,9.90448,9.49084,9.73353,9.86966,10.326
Sumf2,8.74805,10.1955,10.3937,10.0015,9.81864,10.1359,10.2618,10.5531,10.0765,9.81519
Akap10,10.1349,10.1484,10.5077,10.396,10.4693,9.4789,9.92312,9.66812,9.94083,9.33268
Lbp,10.103,13.2989,11.0516,10.1696,9.2088,8.78348,10.5382,9.1442,9.22788,8.47442
Fem1ab,9.48436,10.386,10.7428,10.4293,10.5141,9.56752,8.31373,9.73732,11.2332,9.59164
Dck,10.6888,10.7207,11.9644,9.97408,9.90359,10.343,9.66677,9.13428,9.94309,7.66132
Nans,9.25008,9.83369,9.13223,10.9921,10.2167,9.86908,9.47293,10.4153,9.61452,11.2034
Senp7,8.91042,10.1562,10.4935,10.5651,9.58069,10.029,10.0413,9.81209,9.72169,10.6899
Trim21,11.4129,11.9425,11.7097,9.96826,10.0903,10.3897,7.67652,8.68786,9.11609,9.00616
Lmtk2,9.6473,9.76807,10.1849,9.16413,8.99749,10.6192,10.7816,10.5586,10.1657,10.1129
Cops5,10.2319,10.0138,10.4273,9.6119,9.80533,10.0209,10.3242,10.3619,9.893,9.30979
Cox19,10.1711,9.93175,11.0944,10.4569,10.5824,9.87452,9.21217,8.8356,10.7129,9.12827
Rpp40,10.516,10.3745,10.9862,9.02398,9.32275,10.0573,10.4427,10.3967,9.77031,9.1095
Ddx28,9.92185,9.06975,9.44829,8.53625,8.85856,11.6032,12.0073,11.1605,9.8292,9.56514
Acbd5,9.92218,9.52227,10.2251,9.76378,10.9463,9.89631,9.67948,9.60235,10.3019,10.1404
Hn1l,9.76338,9.64272,10.8122,8.66649,10.1187,10.7091,9.8258,9.55105,11.1913,9.71925
Stab1,8.65282,8.24854,8.57454,11.3883,11.7206,10.0285,10.5298,9.79098,10.056,11.01
Tcf4,10.2062,9.87061,10.7499,9.41644,10.9119,9.72939,9.6614,10.4119,10.2437,8.79846
Kat7,9.62855,9.84803,10.5496,9.06397,9.47777,10.5752,10.8963,10.5816,10.1554,9.22368
Kat8,10.2875,10.5259,11.3546,10.6045,10.6226,8.12432,8.78642,8.8973,10.8172,9.97954
Nudt13,9.47613,10.8483,9.92476,11.1749,10.8876,9.17547,8.22723,10.3207,9.24766,10.7173
C2cd3,10.4165,11.7718,11.9227,9.21307,10.3237,10.068,9.30346,9.20799,9.90013,7.87268
Ptar1,11.8799,10.9194,7.6491,9.46659,8.61618,11.9883,10.5324,10.1099,8.95889,9.87935
Rap1gap,11.786,9.47379,10.2212,13.0542,12.1537,8.12942,7.70358,7.77998,9.76976,9.92833
Mios,9.68666,10.0808,9.97256,9.38616,9.53829,10.3729,10.4584,10.5384,9.97582,9.99009
Kansl1,9.7355,9.62247,11.9568,11.938,11.2883,8.81847,8.2243,8.75224,10.9469,8.71705
Cebpd,12.0002,13.4701,12.9004,12.0481,8.45781,10.1569,8.58112,5.88102,6.25658,10.2479
Notch4,6.86288,7.56574,7.63266,5.83733,4.93057,11.3739,13.5811,16.8568,12.7035,12.6555
Setd1b,10.1201,10.5287,10.7466,9.35344,9.74784,9.57904,10.0105,10.4535,9.91906,9.5412
Herc6,12.9883,13.9941,15.5528,10.3669,13.5509,7.08133,6.52186,7.25124,7.08697,5.6056
Mrps36,9.73867,9.62889,10.1027,10.8941,11.5496,8.39292,9.42636,9.47188,9.8552,10.9396
,9.11922,10.6548,10.5742,9.18631,9.27919,10.0535,10.3885,11.6132,9.84883,9.28233
Chmp7,9.41294,10.3261,9.97125,10.396,9.63484,10.4058,9.53672,9.82056,10.1958,10.3
Agt,9.77428,9.99801,9.78827,9.25784,9.2827,10.6331,12.6025,9.86694,9.55944,9.23695
Smagp,9.25392,10.0019,9.70992,10.0798,10.0179,10.375,9.99714,10.4199,9.98649,10.158
Tsen2,9.95139,10.2421,10.8832,9.76702,10.2138,8.80774,10.7064,9.33242,9.9341,10.1618
Gypc,9.68643,8.47983,14.0503,14.069,11.9277,9.98205,7.32642,6.66757,9.03545,8.77524
Msrb3,10.687,8.6104,11.3568,12.8207,14.2943,7.70873,8.48492,5.97585,10.5616,9.49969
Prpf39,10.0531,10.3108,10.8673,10.4237,11.0505,9.80579,9.2608,10.0043,9.43734,8.78641
Chtf8,8.89285,9.36929,9.51239,8.46513,8.10212,11.4367,10.8713,11.5094,11.0208,10.8201
Kat5,10.3608,10.5579,11.1109,7.89357,8.23034,9.60462,11.3688,11.4598,10.0508,9.36247
Slc25a30,8.7028,8.10022,9.71349,8.46691,7.45076,13.7028,11.832,11.5593,10.447,10.0248
Lamtor5,9.03798,10.131,10.2956,8.88659,10.5687,11.4748,10.4374,9.82632,10.11,9.23153
Pi4kb,9.89367,9.29812,10.3753,10.6292,10.1264,9.91053,9.52426,9.84717,10.0917,10.3036
Alpi,4.00908,6.11215,8.25453,5.32307,4.74133,11.8529,12.4404,16.5174,11.8578,18.8913
Tesk2,11.1774,9.77229,9.96646,13.1083,12.1717,7.98265,9.04547,8.49172,9.23585,9.04817
Rpl18,9.84212,10.4533,9.80965,9.04124,8.55112,10.9647,10.8577,11.2519,9.57716,9.65108
Tbcb,10.1539,10.5106,9.91317,9.07603,9.06549,10.3274,10.0711,10.7904,10.2763,9.81553
Acyp1,10.5713,10.5415,10.2369,10.9853,10.7631,9.57819,8.80792,8.76241,9.42235,10.331
Scn7a,10.478,10.8393,10.3619,17.4405,16.148,4.62548,5.24302,6.10396,8.35193,10.408
Trmt11,10.7339,11.3292,10.2232,10.3392,9.84785,10.463,9.58718,10.0837,8.60843,8.78437
Itm2c,10.0456,9.03666,10.5921,10.465,9.59102,9.80895,10.8501,9.67769,9.49308,10.4398
Prrc1,9.29626,9.45693,10.1355,11.2297,10.8507,9.21404,8.02951,10.1604,10.4923,11.1347
Ptpn11,9.77741,9.22134,10.0469,10.3608,10.3824,9.86284,10.2891,9.88446,10.2365,9.9382
Pbxip1,9.8385,9.44387,9.99262,10.5276,11.6678,9.4775,9.74113,9.09921,10.8565,9.35525
R3hcc1l,9.43359,9.72943,10.0136,9.89429,9.38091,10.479,10.2262,10.1731,10.3721,10.2978
Snrpf,9.05192,10.9928,11.4839,9.96427,9.41307,8.86899,11.2372,11.2277,8.36075,9.3994
Cela3b,32.7187,11.551,8.78094,7.96034,6.51127,8.67916,6.49024,8.04856,4.75623,4.50351
Pdap1,10.8574,10.0099,10.7682,9.45164,9.6542,9.62519,10.0163,10.0323,10.3436,9.24132
Sgcd,9.07672,9.29116,8.14139,16.0992,16.8092,6.70144,6.17209,6.16084,9.0295,12.5184
Sh3d21,8.79272,8.74455,8.73309,10.6194,10.371,9.48174,10.1486,10.0315,10.7439,12.3335
H1f0,9.36772,9.6447,8.75359,12.0927,11.4806,9.22131,9.18253,9.18097,8.51448,12.5615
Ube2v1,9.57318,10.022,10.001,10.071,10.3025,9.75598,9.96942,9.81204,10.5945,9.89842
Ube2v2,7.8437,8.85479,9.25654,8.95666,9.27366,10.7303,11.23,11.7874,10.8013,11.2657
Pllp,8.74533,10.0571,8.38976,12.7477,8.9217,11.4343,9.50172,8.0266,10.2816,11.8941
Cnot6l,9.69032,10.5054,10.3127,8.81792,9.40805,10.4915,10.0902,11.5496,9.55304,9.58125
Cnot6,9.42951,10.0844,10.4954,9.08753,7.98074,11.1822,9.94302,11.9469,9.61978,10.2305
Mep1b,7.06128,8.00323,9.7359,11.1873,9.005,7.37051,8.71268,11.0208,10.3579,17.5454
Ptpmt1,9.29944,10.0544,10.0967,10.1903,9.09331,10.2389,10.2822,10.5355,9.77242,10.4369
Ak4,9.91016,9.03504,9.02328,10.4859,10.7801,9.13648,9.53334,10.6089,11.3797,10.107
Lyve1,9.62636,10.2307,9.26317,12.6301,12.9519,8.99297,7.64914,8.21887,9.4723,10.9645
Nol3,10.579,9.56185,10.6065,10.8872,12.2496,8.80325,8.33994,8.70609,10.6748,9.59174
Fyttd1,9.17161,8.78804,10.2134,9.00948,8.88987,10.85,12.0095,10.2979,10.5016,10.2686
Pex13,9.49281,10.1479,9.94384,10.7868,10.0352,9.7784,9.84742,9.8303,10.1533,9.98395
Ythdc1,10.0442,10.0158,10.562,9.27646,9.15214,10.3497,9.97856,10.9226,9.86683,9.83171
Agr2,12.2763,10.0275,9.65165,12.8149,13.7549,8.02869,6.89959,7.67223,9.13989,9.73432
Rwdd4,10.6291,9.3395,9.51302,9.55012,10.0215,9.85418,10.2442,10.5967,10.11,10.1417
Mblac1,8.73246,10.8822,8.99783,10.2514,9.48978,9.68688,9.17367,10.6771,10.3211,11.7876
Sox9,9.83426,9.18672,10.316,8.76747,8.04256,11.1887,10.9188,10.9313,10.4528,10.3614
Tmem236,8.21476,9.40846,7.51847,11.4577,10.2007,9.86172,9.42569,10.1526,9.94063,13.8192
Fbxo45,10.0782,11.8377,10.3498,9.79413,9.82007,10.3584,9.61932,10.0802,9.13575,8.92646
Rbpms,8.9068,8.33475,9.17673,9.62526,10.0532,11.3619,10.9731,10.2205,10.3054,11.0425
,10.0815,8.26325,7.02219,12.4492,10.8872,9.80264,15.3088,9.10166,8.58513,8.49841
Rbm24,12.2908,11.8215,13.3793,9.01108,10.9673,8.36295,8.2098,9.00838,9.20779,7.74117
Nxpe4,10.0958,10.7708,10.8022,10.7259,11.1314,8.69808,9.00586,9.52073,9.54432,9.70494
Apoo,10.548,10.0651,10.5732,10.9507,11.3,8.76539,9.07543,9.04378,9.94537,9.73291
Mphosph8,9.48843,10.4304,10.6049,9.4869,9.68093,10.1289,10.2617,10.5142,9.81391,9.58966
Phf10,10.4723,9.80382,11.2367,9.60176,9.43386,10.5269,9.93528,10.1083,9.54,9.34112
Aplf,8.49823,9.95686,9.36499,8.96017,8.66541,10.0829,10.8799,12.0288,10.8154,10.7474
Eif4ebp2,8.1761,8.53887,7.61607,7.1878,7.25141,12.0186,13.9362,12.8259,11.2705,11.1785
Ttc21b,9.89917,10.8209,10.3502,11.4207,9.66934,8.59656,9.21857,9.80055,11.6927,8.53135
##Gm14409,9.64066,7.85522,10.1707,10.9027,12.3027,8.90342,9.60416,9.05845,10.8195,10.7425
Cfp,11.0333,11.3562,10.141,10.3822,10.8619,9.48096,9.81614,9.04696,9.06625,8.81512
Med20,10.4154,10.9377,10.6703,9.3807,9.58815,9.57118,9.59148,10.5679,10.2417,9.03536
Extl3,10.3403,9.12813,10.618,9.88813,9.76965,9.80238,10.7432,9.93963,10.1092,9.66142
Mfsd5,9.68547,9.29412,10.6689,10.0622,10.8794,9.45858,10.0649,9.64198,10.4937,9.75088
Galt,9.91464,11.307,10.6138,11.0658,10.5706,8.80096,9.315,8.89634,9.29403,10.2219
Ercc5,9.61054,10.3392,10.4254,9.10744,9.8532,9.82295,10.4079,10.7609,10,9.67245
Zc2hc1a,9.28485,8.82409,10.2052,9.3524,10.0522,10.4248,10.5044,10.8054,10.7323,9.81439
Cox6a1,15.2521,11.3352,10.1462,13.0187,13.3294,8.36539,6.53098,7.202,7.2372,7.58282
Hmbox1,9.87811,10.7422,9.93885,9.30005,8.75691,8.76389,10.1394,12.0105,9.88045,10.5896
Tmed2,10.9992,9.68548,10.0784,11.1726,10.8675,9.28197,9.54368,8.60892,9.84944,9.91284
Spred2,6.17761,6.00372,6.35283,5.36898,6.10983,15.5899,15.7668,16.625,9.75442,12.2509
Rpl36a,11.9728,10.9849,10.4551,9.75341,8.30216,10.4192,9.05212,9.8062,10.1573,9.09676
##Sult5a1,8.59291,8.3719,10.3132,10.5034,10.4041,10.2546,10.0585,9.63622,10.9456,10.9197
Ace,8.87889,9.40427,9.69797,11.0385,9.72783,9.36065,9.96368,10.7605,10.2668,10.901
Rgs14,10.6984,10.4376,10.0891,11.422,11.2376,8.89648,7.89088,9.15772,9.85041,10.3199
Unc93b1,11.0163,10.354,11.479,10.7514,10.9,9.55925,8.8608,8.22553,9.12513,9.72862
Mycbp,8.63956,9.3561,11.2344,10.774,11.1305,11.493,8.89217,8.60008,10.6775,9.20266
Txnl4a,10.9597,10.2384,10.2338,9.8404,9.38231,9.99237,10.7187,9.97859,9.54577,9.10993
##Iqcd,10.9949,11.1854,10.1383,11.0115,10.0198,10.1093,7.77708,8.58274,9.97313,10.208
Dgkq,9.10687,10.3951,9.88733,10.7643,9.965,9.71002,8.94387,10.4261,9.28675,11.5147
Oxa1l,11.4583,9.46378,11.1378,9.38499,10.5433,9.70662,9.66799,8.34019,10.9628,9.33417
Mxra8,8.94466,9.61144,9.30887,9.15537,8.98712,8.63462,12.6773,9.97731,10.2756,12.4278
Ptgis,8.83985,8.58212,9.08259,13.2702,14.2903,7.3755,8.64675,7.13019,10.9721,11.8104
Atp8a1,9.13684,8.19183,8.89034,10.0712,10.0352,10.3089,10.6799,9.79257,11.2434,11.6499
Haus2,11.103,10.2684,11.4851,10.3698,9.84054,9.78947,10.4507,9.1806,8.93194,8.58044
Sdhc,9.77014,9.8219,10.022,10.1464,9.79956,10.7513,9.54436,10.2169,9.53568,10.3917
Rpp21,9.06224,9.73977,9.90374,9.92949,9.22243,11.0528,10.6833,10.3514,10.1146,9.94024
Ccr8,8.49448,8.9665,8.15461,9.29365,9.09097,5.01007,19.4894,10.4661,10.8441,10.1902
Fig4,10.7729,10.1615,10.636,10.3864,11.2562,9.58717,8.3832,9.7713,9.70899,9.33635
Fbxl8,9.0579,10.9813,9.3052,11.194,9.74136,10.5136,9.65842,10.2039,9.20022,10.144
Agxt,6.94834,7.56311,15.708,7.78904,5.83946,13.5073,14.9322,10.2025,6.64312,10.8668
Hykk,8.82022,10.3185,7.84048,10.8609,11.2257,9.08146,10.6056,11.1206,9.8307,10.2958
Cdkn1b,10.5998,11.0677,10.3392,10.2295,11.3809,8.4585,8.7724,9.27912,8.91495,10.9578
Nudt5,9.83206,10.9845,11.391,9.46961,9.75182,9.23225,10.185,10.6569,8.96256,9.53436
Net1,11.6844,5.99413,9.13794,10.3388,13.2536,15.7301,6.35105,5.5661,16.8665,5.07743
BC027231,9.71224,10.8694,10.5248,9.23084,8.94463,10.2299,10.3556,10.3786,10.4118,9.34221
Rexo2,8.97397,8.74442,8.93447,10.5174,10.9215,10.1306,10.1791,10.228,10.1988,11.1718
Rpl19,14.659,10.7214,10.3285,9.70851,9.73514,10.8243,8.24854,7.89207,9.18029,8.70225
Hopx,7.90804,8.26915,11.494,7.07172,11.3615,11.6031,12.2789,9.93234,12.4047,7.67654
Ctsg,10.8436,10.086,10.466,6.89116,7.8811,12.2678,12.1501,10.5021,12.637,6.27519
Fcgr2,9.45084,9.57187,9.82945,12.8086,12.9591,8.28588,8.65022,8.25519,9.21797,10.971
,11.6533,11.2637,10.732,10.2317,10.3331,8.47054,9.2018,10.2071,8.98582,8.92087
Atp10b,8.26475,10.7404,10.3166,8.68604,9.08164,9.43555,10.8299,11.5942,10.5426,10.5084
Fchsd2,9.74824,9.61851,9.40372,12.838,11.8468,9.13875,8.07008,8.17413,9.94085,11.2209
Krt23,7.27424,7.08863,8.15947,7.42202,7.32516,13.0468,14.9013,14.6804,9.65958,10.4423
Gps2,9.44682,11.5485,9.27414,6.30379,7.22183,12.0754,12.2011,12.4578,10.0624,9.4083
Urm1,11.0129,12.0635,11.1627,11.8434,11.3534,11.0167,9.44067,7.25663,7.90521,6.94488
Trim15,8.4404,8.14775,8.15976,7.84426,6.69693,12.7469,11.8284,12.4569,12.672,11.0068
Otud3,10.2904,9.63813,11.423,9.4447,9.83674,9.21727,9.28963,10.916,10.2376,9.70659
Tubgcp4,9.3227,9.70951,9.8165,10.144,9.4138,10.3064,10.2337,10.8099,9.67931,10.5642
Vip,8.4491,10.3812,9.47562,13.6754,16.4664,6.12364,5.94682,5.77901,10.8516,12.8512
Supt7l,13.1708,11.3587,11.3272,9.48556,9.38404,10.3041,8.92332,7.13054,10.7181,8.19774
Stx4,10.8659,10.7625,10.4877,10.3702,10.31,9.00764,9.48039,8.51345,9.7109,10.4914
Plp2,10.0317,10.9844,11.207,9.83875,7.32312,10.0723,7.7857,13.007,10.3987,9.35141
Cgref1,12.1554,9.93939,9.21107,12.8221,13.2636,8.62417,6.57496,6.95817,10.7065,9.74473
##Usp35,9.72577,10.3388,9.16066,11.3898,8.55657,10.6116,10.6309,11.0477,8.82481,9.7134
Nmd3,10.2561,9.64656,9.86123,8.88768,9.0897,11.2266,10.657,10.5491,10.368,9.45795
Slc15a1,8.37785,8.05222,8.88116,12.0343,10.7096,8.34338,7.34508,9.67792,10.3589,16.2196
Osbpl9,9.27976,9.40167,9.46929,9.26129,9.24826,11.1065,10.7535,11.0762,10.2467,10.1569
Ccr1,9.99118,8.45282,10.1205,10.3008,10.9594,9.42618,10.0077,9.69384,10.647,10.4006
Srp9,10.938,10.2288,10.4202,10.7823,9.72328,10.1455,9.06898,9.52305,9.76124,9.40864
##Pydc4,9.44303,9.25263,9.98035,10.7452,8.50828,9.97729,10.4796,11.1154,10.5801,9.91803
Metap1d,9.78399,10.665,9.90326,11.0131,9.88002,9.60576,9.97297,10.5168,9.25625,9.40281
Casc4,11.5771,9.06086,10.8364,10.9693,12.1097,8.30183,8.90967,8.81082,9.89293,9.53132
Cnpy4,10.2306,9.1843,10.1313,10.5854,10.6997,9.86657,10.0748,9.17199,10.5673,9.48796
Ctdspl2,9.35254,9.90384,10.0014,9.35617,10.6874,9.6564,10.3115,9.15073,10.7961,10.784
Myo19,8.51525,10.2784,8.06778,9.771,8.35034,8.57405,11.2752,12.5918,11.8182,10.758
Vamp4,11.1284,9.36616,8.95131,11.2128,11.0253,9.40807,9.36017,8.31237,10.4554,10.78
Txndc17,10.2155,9.93585,9.67219,9.24895,9.39581,10.5593,10.8734,10.7683,9.67917,9.65152
Ang,5.39621,11.7053,12.3773,9.95199,11.1746,5.99779,5.90066,16.8396,11.9541,8.70239
Med28,10.1303,9.98168,11.5412,10.8388,10.6738,10.5544,9.08681,8.99599,9.97157,8.22558
Bpgm,9.29263,10.4903,8.75749,9.12603,9.15726,11.9832,11.4243,10.5419,9.08406,10.1428
Pyy,9.23771,9.26114,10.6804,12.976,13.2431,8.28163,6.78181,7.84912,10.2891,11.4
Alg14,10.9738,10.2723,9.84453,10.5944,10.2671,10.4881,10.4405,8.21252,9.27945,9.62728
Mlh1,10.1734,9.84484,9.95122,11.7868,11.8506,9.66681,8.72875,8.53043,9.97988,9.4872
Sik2,9.62564,9.31929,10.0786,10.493,10.0966,9.94469,9.98779,9.99472,10.6808,9.77887
Timm10b,9.07307,9.77481,10.1384,10.3188,9.3656,12.4831,10.1466,9.69584,9.66584,9.33807
Otud6b,9.50849,10.2533,9.78889,9.54572,10.1127,9.63993,9.65784,10.9625,10.7594,9.77129
Tbpl1,10.0877,9.99559,10.711,9.49714,9.70064,10.1201,9.81406,10.3128,10.1371,9.62389
Got1,11.3183,10.8351,10.2569,11.2694,11.7821,8.86909,8.60164,8.51818,9.33628,9.213
Wtap,10.0623,10.6791,10.5192,9.66126,9.70795,10.2669,9.39775,10.416,10.1992,9.09021
Nav2,10.5623,9.92817,11.1692,8.8603,9.68105,9.18256,11.21,9.98801,10.0243,9.3941
Mgst3,8.10973,8.28162,7.36311,8.60475,9.81941,11.1105,11.5248,12.2998,10.9856,11.9007
Cldnd1,10.3021,9.10092,10.2814,9.38513,10.0365,9.91736,10.7492,8.94057,10.7651,10.5217
Terf2ip,11.0518,11.4518,11.3506,10.9215,10.5844,8.69092,8.17166,8.54655,9.66364,9.56715
Bag5,10.481,9.42108,10.6839,9.51879,10.0677,9.79697,10.8321,9.5343,10.3642,9.29995
Usp18,12.2237,14.7392,13.1684,7.63165,11.0394,8.45537,8.83049,10.4613,7.12741,6.32305
Ube2n,10.4413,11.1887,10.3487,11.4194,11.0253,10.294,8.96553,8.79275,8.7428,8.7815
Patl1,9.49084,9.42929,9.89868,8.99659,9.14362,10.6414,10.7762,11.1105,10.8282,9.6847
St6galnac2,11.4522,10.4735,10.654,9.68931,10.0207,9.83766,9.49079,9.4534,9.60285,9.32562
Slc25a25,10.324,9.3915,9.79394,9.20685,10.4802,9.70329,10.2352,10.4937,9.95283,10.4184
Rit1,8.90731,8.29896,8.13258,7.74205,8.83562,10.7112,11.3416,11.6763,10.9813,13.3732
Xiap,8.94166,9.22601,9.60372,9.31367,9.22871,10.0041,11.7729,10.9672,10.878,10.064
Cd81,6.37708,7.35865,9.58765,7.99138,8.10769,12.596,13.1337,13.5352,10.9537,10.359
Fam122a,9.43491,9.33659,9.72918,8.68655,8.95441,11.474,10.6076,11.043,10.8919,9.84184
Qser1,9.52714,9.16946,10.4289,18.2935,15.4807,7.31672,5.75723,5.53634,10.1338,8.35625
Ankrd46,9.05067,8.10113,10.6529,10.5663,10.2579,9.90147,10.3894,9.7399,10.4366,10.9037
Lrrcc1,10.1356,10.8868,10.3146,9.44424,9.03958,8.67683,9.93215,12.7405,9.67477,9.15492
Setd8,9.7372,9.25991,10.4076,9.15526,9.01654,9.7603,10.7099,11.3796,10.8254,9.74828
##Ptpn5,9.14239,8.725,8.55763,10.7465,10.8695,9.60982,9.1733,10.8397,11.0959,11.2402
Prpf18,9.43156,10.5688,10.5499,9.51112,9.10941,10.2294,10.2102,11.3172,9.10225,9.97012
Paqr5,7.29053,7.47902,5.23855,9.40411,6.72377,12.5842,14.0345,12.6185,11.4771,13.1497
Dph1,10.6539,10.5639,10.3079,9.77306,9.14445,10.8381,10.2078,9.79827,9.76737,8.9452
Pef1,8.92423,9.88767,9.47761,9.0183,9.34796,10.7341,10.7164,11.4429,10.1823,10.2686
Luc7l3,10.0027,10.0504,9.976,8.66935,8.86039,10.4758,11.0585,10.7571,10.3964,9.75349
Inpp5k,9.65431,9.25841,9.27812,10.2579,10.7847,9.98727,10.127,10.1465,10.3665,10.1392
Cuta,8.49653,10.3967,11.8249,11.439,8.81692,10.5884,9.96851,8.83518,10.4229,9.21105
Vps13b,9.62648,9.17272,9.5114,9.73787,9.29545,9.75615,10.5973,10.7686,10.9516,10.5824
Selt,10.0748,9.50818,10.378,9.17375,9.2381,10.9825,10.442,8.80456,10.5133,10.8847
Pqbp1,9.6738,9.9369,10.9983,9.38855,9.91114,10.1099,10.0421,10.2764,10.0008,9.66216
Lcor,9.39307,10.1011,9.88245,10.3567,10.4993,10.7514,9.43519,9.02628,10.355,10.1995
Rpf2,10.021,10.1566,10.265,8.54445,8.81187,10.4196,11.1106,11.1837,10.3222,9.16498
Vimp,10.9033,8.89907,10.0958,9.65053,10.0108,10.1132,9.85273,9.63807,10.8777,9.95892
Paip1,8.77715,9.12335,11.4709,9.48274,9.55998,9.21551,11.0022,11.0174,10.0625,10.2883
Ezh1,8.68684,9.07449,15.7154,11.4244,8.98479,7.87181,7.18847,8.6708,10.2881,12.0949
Apobec1,9.21167,11.0833,9.5619,10.3548,9.09406,9.58979,8.65592,10.4888,9.9511,12.0086
Tsc22d1,8.43273,8.48511,9.31196,10.2284,9.81379,9.56421,11.0567,10.4041,11.4533,11.2497
Tsc22d4,9.27121,9.27743,9.2301,10.8055,10.5701,9.93484,9.53982,8.472,11.5252,11.3738
Tsc22d2,9.0417,8.82609,10.1086,9.24326,8.64401,10.9079,11.1826,10.7837,11.2808,9.98119
Anln,9.73553,10.3444,9.8374,8.10595,8.54625,11.9311,10.6894,10.1015,11.4858,9.22261
Orm2,9.08012,10.3585,7.8103,8.82601,12.7758,9.92665,14.4616,9.68139,7.28383,9.79576
Orm1,11.0202,10.7731,8.53099,8.42079,11.1063,9.73913,12.9654,9.58971,8.44515,9.40931
Rasip1,9.02843,9.17964,9.51589,10.1237,9.10463,10.6079,10.7011,11.256,9.96395,10.5188
