Gene Symbol,control1,control2,control3,control4,control5,KRAS1,KRAS2,KRAS3,KRAS4,KRAS5
Gvin1,10.1388,13.3367,9.914,11.645,12.1092,10.9908,7.52203,7.77602,8.15897,8.40839
Kiaa0319l,9.91681,9.31521,9.70093,9.23935,9.84191,10.9559,10.2246,10.2062,9.92223,10.6768
Ubap1,9.99004,11.6351,9.56647,9.91895,9.59621,10.1922,9.29742,9.64141,10.007,10.1552
Dad1,9.7736,10.1365,10.8318,11.0657,9.6707,10.3554,9.47599,8.89275,9.58899,10.2086
Fkbp8,10.1401,10.2746,10.3161,9.76504,9.73319,10.0979,9.82919,9.87929,10.2834,9.68116
Myo1d,9.10871,9.30011,8.89259,10.2868,9.76378,10.2135,10.2633,10.9319,10.0642,11.1751
Myo1g,9.8442,8.91975,10.1248,11.1529,11.0224,9.61669,9.05537,9.36714,9.90862,10.9881
Ccdc97,9.50338,10.0693,9.06663,8.202,9.2253,11.2559,11.1746,10.5372,11.0756,9.89014
Icam1,11.4939,10.2055,12.4477,9.30864,9.75773,9.27799,9.09393,9.58277,10.2651,8.5667
Mfap4,9.6108,9.96141,7.98599,11.9034,13.3933,8.63018,7.97586,8.29948,10.1259,12.1137
Papd5,10.8069,10.4908,10.5744,9.55137,9.54952,9.78291,9.71913,10.3122,10.4273,8.78553
Ranbp2,9.75921,9.79091,10.1119,9.33825,9.21577,10.442,10.5046,10.5522,10.2149,10.0704
Bicd2,10.0388,7.97977,8.49469,9.51763,11.324,10.24,11.9758,11.4639,10.6157,8.34963
Bicd1,8.88907,9.27425,9.54991,9.19084,9.59616,10.8946,10.6438,10.8489,10.2854,10.8271
Mrpl24,9.49506,10.2166,10.4565,9.68257,9.4638,9.87319,9.92941,10.4352,10.2322,10.2154
Ca1,10.3574,10.8993,9.28995,12.0981,11.1617,7.57548,7.77609,7.89931,10.2617,12.681
Raver1,10.0984,10.5421,10.7675,9.58898,9.62518,10.214,9.50535,10.1695,10.3308,9.15832
Ptk7,8.82032,9.09443,10.1679,8.53306,8.92315,10.4342,11.6042,12.0473,10.2151,10.1604
Psmc6,10.3461,10.4318,10.3723,9.85056,9.84655,9.97285,9.6352,10.2374,9.92679,9.38047
Gucy2c,10.9103,10.9965,10.4312,11.3828,10.5781,8.16559,7.81511,9.21668,9.71732,10.7864
Rpsa,10.7255,10.144,10.0065,9.89947,9.49174,10.2457,10.3335,9.96957,9.65294,9.5311
Otud4,10.0167,9.5048,10.186,9.07891,8.83901,10.8159,10.7566,10.4984,10.7229,9.58089
Snx7,9.52575,8.54561,8.79347,10.3712,10.4232,10.0511,10.2945,9.58276,11.0894,11.323
Tm9sf2,10.7599,9.57141,9.81428,11.3602,11.2136,9.06443,8.4557,8.63957,10.1498,10.9712
Eif2s1,9.94653,9.94775,9.86352,9.34461,8.89355,10.6412,10.3311,10.8429,10.2899,9.89892
Abce1,10.3169,10.2078,10.7287,9.35124,9.12101,9.99703,10.2346,10.5645,10.0081,9.47005
Ilk,9.66536,9.53048,9.33203,11.5459,12.3595,9.40581,9.67664,8.84815,9.54988,10.0863
Atp6v0a2,10.1844,8.82626,9.44337,10.7253,10.49,9.80533,9.9235,9.53236,10.0935,10.976
Acsl5,9.41782,8.80178,9.09377,8.37268,8.97611,11.439,11.7915,10.9851,10.7244,10.3979
Acsl1,10.0023,10.109,9.88521,10.0432,11.011,9.87907,9.76598,9.9239,9.58718,9.79316
Mrps23,9.38262,10.0226,10.1347,9.18598,9.22678,10.43,10.8982,10.568,10.3096,9.84162
Gstm1,12.261,11.5079,9.53874,15.0983,13.8779,8.10602,6.48962,5.85223,7.6824,9.58589
Gstm2,12.0656,11.2613,9.9022,13.8868,13.8129,8.61215,7.26358,6.31282,7.96228,8.92037
Gstm7,11.7188,11.1038,14.0339,15.1562,12.7186,6.97672,7.0172,5.13556,7.4945,8.64482
Gstm3,11.1879,10.8456,10.2059,13.4268,14.2064,7.61884,6.7319,6.42907,8.94583,10.4018
Gstm5,11.681,11.5493,11.4472,10.3924,10.3279,8.5137,8.94124,9.15979,8.62126,9.36622
Gstm4,8.72656,8.89454,8.64507,12.3872,12.6541,7.57218,8.30001,9.53331,10.0599,13.2272
Col12a1,8.5315,7.63752,8.5517,8.27701,9.06682,10.7918,13.6622,12.7738,10.2047,10.503
Aak1,9.72196,9.6917,10.1259,10.2453,10.5134,9.67957,9.75391,10.2877,9.80943,10.1711
Bmp2k,9.16665,9.3779,9.37139,9.49953,9.86468,10.5148,10.5394,10.9232,10.2827,10.4598
Ube2l3,10.342,10.2756,10.3164,10.2832,9.88859,9.98575,8.97984,9.76399,10.223,9.94166
Tfip11,9.77468,9.68755,10.4172,9.28808,9.55115,10.0087,10.4828,10.5319,10.3818,9.87615
Ahnak,7.45329,8.13204,7.64914,8.51109,8.06532,11.9502,12.9079,12.3947,11.4,11.5364
Utp20,10.0104,9.97641,10.0804,8.82196,8.89007,11.4075,10.4019,10.574,10.8872,8.95014
Sort1,11.2662,10.9962,11.2681,12.5802,11.9803,8.02735,7.17766,7.53299,9.59054,9.58056
Cycs,10.5011,9.98954,10.2673,10.1515,10.2358,9.32471,9.73052,9.87941,10.0288,9.89123
Bmp8b,6.4964,5.19407,5.66937,6.14913,5.56967,15.0568,15.715,16.0494,11.9066,12.1935
Gtf3c2,10.5757,10.3695,10.6895,9.77831,9.82823,10.3097,9.5962,9.50263,10.0928,9.2575
Mlycd,9.82587,9.60171,9.83025,10.4402,10.3677,9.89843,9.88359,9.96943,9.81699,10.3659
Optn,10.7403,11.0874,11.6,10.9579,10.8188,8.45226,8.56998,8.8826,9.81393,9.07667
Rhot2,9.51642,9.75381,9.71898,9.95322,9.82043,9.94761,10.2851,10.4032,9.99043,10.6108
Rhot2,9.20432,9.1854,9.90741,9.77809,9.89006,10.462,10.2807,10.5725,10.0832,10.6363
Rhot1,9.09255,9.5443,9.6099,9.38766,9.56774,10.3836,10.8299,11.0616,10.2172,10.3055
Tinag,8.41477,8.47625,9.97858,11.61,11.2148,8.66051,9.1477,9.24629,11.1431,12.1081
Sorbs2,9.66184,10.6866,9.54132,11.6722,12.0471,8.64943,9.23045,8.77697,9.24531,10.4888
Sorbs1,9.07068,9.79375,8.41118,13.6352,14.3066,7.14018,8.13607,7.47327,9.41899,12.6141
Sorbs1,9.84644,9.88737,8.43267,13.4543,15.7341,6.76256,6.89048,5.41874,11.186,12.3873
Xaf1,10.7027,11.7867,12.9321,8.80651,9.23147,11.7159,8.34284,9.76671,9.20736,7.50768
Slc9a1,10.0168,10.0064,9.77124,9.26051,9.83639,9.96699,9.52955,10.323,10.8129,10.4762
Fam203a,9.96296,10.7013,10.7949,9.26761,9.37588,10.3916,9.82643,10.0173,10.9491,8.71296
N4bp2,10.5169,10.0687,12.079,10.5338,9.76033,9.08344,9.13882,9.2939,10.1123,9.41279
Apob,7.83384,8.55346,9.32819,7.20062,7.71722,13.0823,12.6539,12.1924,10.472,10.9661
Ints10,10.6224,10.6965,10.5015,9.67518,9.61725,10.1803,9.99088,9.8945,9.59315,9.22837
Flii,9.13066,9.19541,8.96206,9.55461,9.54952,10.8758,10.8073,10.9028,10.6216,10.4001
Ankrd52,9.31983,10.1405,9.91346,9.46011,9.38297,10.7995,9.8027,10.8495,10.4187,9.91267
Eif2b1,11.2323,10.0109,10.1713,9.20113,9.24482,10.3869,10.274,10.2652,9.90086,9.31252
Elmsan1,8.99786,9.78582,10.569,9.20128,9.01672,10.0543,10.6707,11.161,10.0193,10.5241
Tefm,8.98322,8.59984,10.1339,8.60197,8.29585,10.7964,11.8887,12.3246,9.72175,10.6538
Iars2,9.49719,9.7886,9.54053,9.97225,10.06,9.91578,10.256,10.5784,9.75848,10.6329
Uggt1,10.854,9.86631,10.7535,10.385,10.5122,9.26691,9.39725,9.52131,9.89076,9.55278
Lap3,11.6519,12.028,12.0091,10.6554,11.2591,8.66422,7.70061,8.53173,9.0289,8.47108
Afg3l1,10.5383,9.76346,10.2451,9.36971,9.11865,10.6499,10.5091,10.3321,10.0427,9.43082
Afg3l2,9.62591,9.58858,9.54892,9.75255,9.71538,10.1686,10.3438,10.4664,10.1541,10.6357
Ank2,9.16737,9.6828,9.91515,10.3222,10.1324,9.94154,9.86624,11.1974,9.85551,9.91938
Hadha,9.6758,10.5049,9.73169,10.3717,10.0856,9.66898,9.74001,10.046,9.71289,10.4624
Abcb7,10.1964,9.88796,9.82798,10.3613,9.89297,9.91244,10.0599,10.2211,9.86555,9.77447
Cpeb4,9.72191,9.75228,10.1835,14.6135,12.787,8.69747,7.31988,7.58122,9.49008,9.85316
Cpeb2,9.36202,9.17494,9.08363,10.6748,10.0673,10.6774,10.0098,9.89905,9.94743,11.1036
Isyna1,11.1361,12.3601,11.9845,10.698,9.5515,8.7839,8.12027,8.82986,9.54768,8.98802
Itga2,6.00771,5.76797,5.80599,6.43725,6.24608,13.8456,15.6857,15.6795,11.5362,12.9879
Ighmbp2,9.99547,10.9087,9.17356,9.07016,8.81838,11.3228,10.149,11.0735,10.0734,9.41501
Fermt1,8.76313,9.22428,9.31692,7.76044,8.00018,11.1614,12.8675,12.388,10.3233,10.1948
Chd8,9.68142,10.1266,10.6301,9.74127,9.55572,10.1246,10.1995,10.1792,10.1608,9.60071
Chd7,10.2937,11.4881,10.8627,9.02742,9.56198,10.053,9.49819,10.5581,9.73073,8.92607
Chd9,10.8953,11.8262,10.595,9.01017,10.5882,8.64554,9.4787,9.89628,9.65014,9.41452
Tsr1,9.97032,9.84367,10.5062,8.99457,9.02931,10.708,10.8359,10.4335,10.035,9.64345
Tsr1,11.1289,9.94445,10.8214,8.7596,8.93514,11.5424,10.4743,10.5564,9.81474,8.02263
Mndal,11.0806,9.39849,11.4,9.35667,10.8833,9.43413,9.70158,9.61186,9.9538,9.17961
Ifi204,10.6115,9.88024,11.6915,9.31365,10.8315,9.82986,9.6828,9.80354,9.09204,9.26331
Ifi205b,9.77048,10.7514,13.5427,8.5114,10.1311,9.66774,9.61928,9.49219,9.33518,9.17848
Ifi205a,10.9286,8.37899,11.0199,9.14229,9.87732,10.0575,9.45037,10.6979,10.5936,9.85351
Uba2,9.86463,9.74321,10.5015,9.42575,9.5919,10.0218,10.4281,10.5526,10.2109,9.65951
Vprbp,9.74804,10.3244,9.8977,8.99785,9.29791,10.4535,10.3692,11.064,10.054,9.79341
Nap1l4,10.6299,10.7304,9.49498,8.79893,9.2966,10.5229,10.1734,10.7332,10.1588,9.46092
Nap1l1,9.88571,9.62241,10.4393,8.65893,8.75246,10.8356,10.7013,11.1906,10.5326,9.38103
Exoc2,9.55571,9.86569,9.6736,9.19902,9.54404,10.3925,10.7643,10.9319,10.0069,10.0662
Aldh1l1,10.0149,11.9908,11.2135,11.0091,10.8778,8.94069,7.95356,9.45907,9.04068,9.49993
Aldh1l2,9.82104,11.5563,11.7272,10.6284,10.4631,7.94857,8.79458,10.3351,8.8163,9.90935
Hgsnat,10.4404,9.13825,8.90471,8.66212,9.42987,11.8226,10.9103,9.00474,11.3002,10.3868
Galnt10,10.7762,9.59841,9.23328,11.4179,11.1945,9.20733,8.45707,9.10896,9.68144,11.3249
Pacsin2,9.36867,9.38649,9.48183,9.87715,10.0655,10.0794,10.206,10.3369,10.4584,10.7396
Ccdc93,9.7682,10.0676,9.60326,10.3446,10.2475,10.0088,9.50905,9.44021,10.2548,10.7561
Rps6ka1,10.213,10.2494,10.1893,9.95684,9.98055,9.77946,9.78385,9.97525,10.0713,9.801
Rps6ka3,9.60073,9.59243,10.0386,10.5748,9.90934,9.41313,9.68017,10.0803,10.0412,11.0693
Tlk1,10.5524,7.64665,9.65711,9.65414,12.4415,12.9002,7.3428,8.27725,13.6932,7.83462
Rps6ka6,9.51494,8.46791,9.84641,10.6625,8.43297,10.3462,10.8532,9.64841,10.2545,11.9729
Mast4,9.58835,9.80547,11.8283,8.97581,9.12051,10.8059,9.2804,10.8214,9.16823,10.6057
Tlk2,10.0643,10.7739,10.9049,10.2174,9.83414,9.78661,9.71273,9.79243,9.7178,9.1957
Mast2,9.1262,8.22898,9.64779,9.66791,9.71808,10.4284,11.1628,11.3918,9.76521,10.8628
Mastl,10.9685,14.8698,9.71995,8.17334,9.15401,10.6255,9.69408,10.0051,7.67416,9.11567
Mtif2,9.57274,9.67709,10.2698,9.50942,9.22843,10.3059,10.8202,10.5813,10.0814,9.95369
Mrps21,8.56935,9.96756,9.26093,9.27841,8.44709,11.3564,10.6658,11.5895,10.3673,10.4977
Zdhhc3,10.257,10.163,10.5678,9.71649,9.25398,9.83486,9.76274,10.0487,10.5837,9.81167
Samhd1,10.9578,10.8494,12.1653,11.0944,11.8311,8.39565,7.7578,8.84606,8.9229,9.17957
Coro1a,10.4043,9.29502,11.0455,11.4252,11.1611,9.20332,8.27728,8.51106,9.93882,10.7384
Coro1c,9.78222,9.8878,8.93909,9.76444,9.7429,10.5554,10.0861,10.1731,10.363,10.7059
Polr2h,10.0201,10.293,10.5875,9.16369,9.527,10.3429,10.532,10.4124,10.0108,9.11077
Nol11,9.8009,10.1892,10.3718,9.26914,9.00751,10.5938,10.3615,10.8177,10.0671,9.52132
Ehd3,9.32428,9.53568,9.30749,10.3428,10.3582,10.142,10.553,10.0054,9.7568,10.6743
Ehd2,9.10061,9.29735,8.69962,13.1014,14.0791,7.94062,8.2473,7.9522,9.95084,11.631
Ehd1,9.47814,8.87246,9.01108,10.7754,11.0486,9.83404,9.84099,9.59914,10.6221,10.918
Ehd4,9.84903,9.91662,9.37658,10.4894,10.8882,9.93807,9.41159,9.95092,9.7548,10.4248
Prph,9.26251,9.01783,8.52316,15.2792,15.6865,6.83917,7.67836,6.81585,9.1249,11.7726
Krt7,8.1646,8.11993,8.54049,7.24241,7.22958,12.1896,14.2187,13.1349,11.0035,10.1563
KRT75,8.62506,8.27118,9.0795,8.85045,8.63302,10.9064,13.5038,11.516,10.6721,9.94248
Krt6a,5.8588,5.74919,9.11593,4.78747,5.57358,8.08917,9.57577,10.1751,26.2146,14.8604
4732456N10Rik,7.73783,9.70111,10.8418,7.24764,6.92355,9.34673,15.3746,14.9087,9.70223,8.21578
Krt8,8.64519,9.81733,8.10068,10.1766,9.06252,10.5643,10.9086,10.8471,10.4442,11.4335
Des,8.3849,10.1197,7.56837,15.6214,17.1177,6.001,7.67407,5.3336,9.0935,13.0858
KRT2,8.71568,10.0691,8.54092,9.3463,8.48552,10.2023,11.3567,10.7474,10.4185,12.1176
Krt84,9.55559,10.6617,10.992,9.66963,8.65389,9.2413,9.37406,11.9919,10.3734,9.48667
Vim,9.92408,9.20809,9.107,11.4456,12.2797,9.29522,9.36904,8.46017,10.4805,10.4306
KRT1,10.9691,11.1266,9.98875,9.02135,8.22106,8.30839,8.88415,9.29686,11.3476,12.8361
Krt1,1.52234,1.43102,3.04538,1.80617,1.57564,7.59732,8.19999,9.08123,51.3921,14.3488
Krt4,4.22626,4.22308,5.01816,4.92654,4.98678,8.61231,11.1004,9.92323,34.4168,12.5664
Gfap,7.88431,10.7674,7.88803,15.0349,14.841,6.03224,8.16364,6.99204,8.49278,13.9036
Rapgef6,9.86851,10.2111,10.8395,10.2481,10.8257,9.53119,9.35954,9.26059,10.4102,9.4456
Rapgef2,8.76335,10.235,9.67877,10.6974,10.4011,9.9479,9.34694,10.5787,9.75035,10.6005
Bsdc1,11.5871,10.2456,11.0281,10.9728,11.0809,9.04274,8.32456,8.02919,10.2966,9.3923
Rala,9.64168,9.50184,9.64173,9.54829,8.65077,10.1906,10.8803,11.1269,10.1703,10.6476
Ralb,9.35806,9.20261,8.92835,10.0274,8.85669,10.0476,11.3843,11.4292,9.91247,10.8534
Rps14,9.80383,9.7223,10.4513,9.84235,9.46867,10.5304,10.1066,10.1116,9.81203,10.1509
Cdca8,10.8416,11.6142,12.0392,8.42572,9.47981,10.4964,9.4054,9.39297,10.3177,7.98695
Tf,10.4667,10.187,10.0249,10.1497,9.84373,9.59245,11.5836,8.65608,10.1017,9.39418
Gm20425,10.8835,8.96792,10.5814,10.4442,10.8326,9.84281,9.62092,8.33154,10.8006,9.69447
Mrpl54,9.27576,9.99831,10.3993,9.2127,9.96172,9.62107,10.4408,10.7816,10.5808,9.72791
C5,9.77045,8.3245,9.43097,9.43434,8.30617,11.7936,12.9658,9.24502,10.8326,9.89651
Rnaseh2a,10.8102,11.5986,10.7317,10.2128,10.3,10.5996,9.60147,8.51167,9.30915,8.32483
Lamc2,5.56486,6.20255,6.27057,5.01929,5.16887,14.5504,17.4544,16.059,11.717,11.9931
Mllt3,10.3696,10.1376,10.119,8.5511,8.85452,10.6818,10.5904,11.9057,9.33874,9.45163
Git2,11.3057,9.76613,9.26838,9.7587,9.78318,9.9662,10.5847,9.14612,10.0005,10.4204
Git1,9.50642,9.55149,10.3289,9.4626,9.97524,10.1582,10.2917,10.4131,10.2812,10.0311
Tbc1d9b,9.66869,9.72332,9.66509,11.4157,10.4246,9.747,9.27376,10.0833,9.61885,10.3796
Susd2,9.58922,9.41132,9.55632,11.8233,13.7359,8.06953,8.26445,8.39427,9.40872,11.747
Lnp,10.0947,9.07882,9.80828,9.71652,9.96192,10.1607,10.9824,9.63986,10.5621,9.99464
Gale,10.2495,10.055,10.0442,10.707,10.2918,9.74303,9.17651,9.76888,9.72034,10.2438
Samd9l,10.9843,12.0289,11.3261,9.83076,11.1879,9.21749,8.61424,9.39576,8.7085,8.70615
Trip11,10.5476,9.9763,10.149,10.616,10.6563,9.52432,9.15276,9.4263,10.0233,9.92814
Psmc4,9.87214,10.0235,10.2638,9.87372,9.74391,9.90343,9.95295,10.2365,10.0122,10.1179
Mad1l1,10.1509,10.2658,10.318,9.4308,9.33116,10.7752,9.80503,10.5411,10.2079,9.17403
Ehmt1,10.7384,10.3265,11.057,9.28818,9.3974,10.1036,10.3455,9.3259,10.452,8.96556
Ehmt2,9.88558,11.0648,10.9435,9.00206,9.5093,10.0031,10.1558,10.8752,9.77073,8.78985
Brd4,9.8229,10.4637,10.7233,10.2214,9.09138,9.78314,10.0224,10.5173,9.45135,9.90307
Brd3,9.76016,10.3505,11.0115,9.10742,8.93457,9.89615,10.7728,10.6418,9.76364,9.76139
Brd2,10.3062,10.3989,10.6484,9.71632,9.60199,10.2216,9.85861,9.76988,9.6812,9.79691
Dnajc13,10.1578,9.82143,10.0003,10.4719,10.5404,9.72997,9.39034,9.57951,10.1104,10.1979
Fkbp10,8.53448,7.74878,8.8243,7.65117,8.28786,11.7209,13.5946,12.2778,11.0918,10.2684
Magt1,10.6969,10.1952,10.2712,10.5236,10.881,9.13771,8.95413,9.10036,10.0959,10.144
Ovol2,10.6208,9.87979,10.4271,9.8698,9.25944,10.1654,10.1433,9.60248,11.0126,9.01927
Lgals8,10.494,9.74677,10.2123,9.82956,9.29536,10.1621,10.5166,9.91403,10.1842,9.64496
Psmd9,9.42189,9.9189,9.79346,9.64831,10.2862,10.5157,10.1832,10.6806,10.6938,8.85792
Gtpbp4,10.4912,10.0863,10.6446,8.97678,8.80343,10.9097,10.6532,10.7024,9.81792,8.91439
Sun2,9.34275,9.32685,10.9591,10.0883,10.7333,9.43981,10.0332,9.96791,9.87082,10.2379
Chpf2,8.05323,10.1377,10.816,13.4594,12.4609,7.50593,7.63258,8.31044,8.70018,12.9235
Atp2b4,9.56827,9.76107,9.47055,13.2123,14.0684,7.53929,7.77289,7.83853,9.49526,11.2734
Atp2b1,9.62043,9.79624,10.1822,11.4809,11.0073,8.57745,9.03298,9.75225,9.85135,10.6989
Pars2,10.5253,10.1111,10.8254,10.3949,10.3693,9.56391,9.46084,9.687,9.69827,9.36404
Farsb,10.9589,10.7053,10.448,10.26,10.096,10.0828,9.36986,9.94105,9.16178,8.97626
Gphn,10.683,10.6322,10.6155,10.5029,9.91316,9.53326,9.3277,9.20046,9.83972,9.75216
Tpp2,9.39507,9.40353,7.35621,8.52294,8.3145,11.1658,10.5692,11.6732,11.1157,12.484
Tpp2,9.75934,9.40358,9.71241,9.79508,9.49127,10.6128,10.2663,10.3967,10.4084,10.1541
Ssrp1,10.6372,10.4897,11.0642,8.94232,8.87937,10.4102,10.3879,10.7663,9.52931,8.89352
Spg7,9.26009,9.49564,9.83771,9.83664,9.6487,10.341,10.3747,10.7658,9.92402,10.5157
Ncstn,9.65686,9.94692,9.69461,9.33107,9.27769,10.2459,10.5101,11.2618,10.0525,10.0226
Syne2,8.05936,7.61439,7.77867,9.374,9.28576,11.0058,12.1911,11.5951,10.773,12.3228
Bzw2,10.5066,10.166,10.927,8.68869,9.01051,10.3538,10.6527,10.6154,10.0486,9.03066
Bzw1,9.96157,9.11096,9.98965,8.45682,8.9129,10.7796,11.617,11.0937,10.5775,9.50036
Dpp9,10.5252,10.2537,10.2328,9.02727,9.23427,10.2797,10.6371,10.629,9.8071,9.37387
Dpp8,10.6916,9.87153,10.4343,10.6114,9.51038,9.18302,10.0239,10.0019,9.50533,10.1666
Trim28,9.67313,10.2026,10.5683,8.94589,9.14268,10.2804,10.5694,11.2388,9.96504,9.41382
Eif2d,9.49183,9.73138,10.1433,9.64722,9.85621,10.1641,10.2761,10.4613,10.3316,9.89697
Bap18,9.12977,9.64353,10.9365,9.28145,9.44674,11.0198,10.4603,10.3555,10.377,9.34936
Spta1,9.97737,11.2174,9.73479,9.86548,9.98725,9.54696,9.89703,10.0174,9.51919,10.2371
Sptan1,10.1223,9.7702,9.96421,10.3724,10.3726,9.61021,9.70178,9.70082,10.0714,10.3141
Sptan1,9.24187,8.88792,9.23483,12.2631,12.4264,9.75326,8.83456,9.21181,10.1687,9.9775
Gbp2,14.2778,11.4918,12.1271,10.1751,12.1565,9.48528,7.45296,7.43041,8.40218,7.00096
Gbp1,9.01397,10.6265,16.1313,10.2347,10.3438,7.05386,6.43469,9.83893,10.9624,9.35981
Hsdl2,9.61295,10.1681,10.2111,9.62854,10.1022,9.83797,10.7017,10.3263,9.48458,9.92651
Parl,9.19188,9.23332,10.4576,10.0462,10.1549,9.6597,9.23975,10.3259,10.1133,11.5774
Asns,12.4351,10.9973,10.3596,9.31819,9.67735,10.2056,9.74145,9.82976,8.93141,8.50422
Cox4i1,9.70881,9.65079,10.2648,11.0199,11.054,9.32166,9.28061,9.28797,9.96448,10.447
Atp6v1a,9.65711,9.96883,10.0942,11.1165,10.5397,9.6972,9.31212,9.74002,9.62491,10.2493
Limd1,9.89733,9.65721,10.2588,10.1017,9.9113,9.72806,9.88612,9.88644,10.0542,10.6188
Kdm5c,10.2445,10.2155,10.5503,9.15933,9.68344,9.70722,10.1937,10.5683,10.0525,9.62529
Kdm5b,8.68184,9.142,9.66847,8.24457,9.12304,11.2249,11.2824,11.9987,10.3068,10.3273
Rpa1,9.46332,10.6814,11.312,9.52196,9.7355,9.82161,9.58926,10.4096,10.14,9.32539
Top3b,9.62616,10.0175,10.9797,9.56161,9.76443,9.73554,9.95207,10.3278,10.2671,9.76797
Qsox1,10.0261,9.84152,9.54986,10.7042,9.18483,9.72077,10.8435,10.2425,9.26134,10.6254
Fnbp1,10.0015,9.64329,10.4179,11.7174,11.6826,8.97772,8.64516,8.98539,9.47528,10.4537
Psmc3ip,11.8807,10.1888,14.779,9.50759,10.6819,9.21034,7.47378,9.0934,9.77716,7.40722
Ltbp4,8.27426,9.3258,9.15747,9.62061,10.0122,10.2121,10.8177,10.5505,10.8312,11.1981
Jph2,8.26794,9.07185,8.25162,12.7044,13.3275,8.97328,9.50002,8.13731,9.81892,11.9472
Timm8a1,7.73069,9.0747,11.0193,8.45196,9.7415,12.4287,12.9037,9.78643,9.59718,9.26586
Muc2,10.7793,9.0415,8.74558,14.1686,12.9902,7.61554,7.26695,7.44338,9.86337,12.0856
Tpm1,9.24529,10.4982,8.0042,14.9782,16.6129,5.9917,6.42329,5.35457,10.7296,12.162
Tpm1,10.4591,10.0844,9.15872,9.21282,8.70699,10.9426,10.1777,9.21475,11.2559,10.787
Tpm4,9.13469,8.69941,9.31479,8.36467,9.25889,11.3325,11.7639,11.8811,10.5675,9.68256
Tpm3,9.32551,9.29811,9.91867,9.56677,9.22893,9.97381,10.5365,10.7714,11.2707,10.1096
Tpm1,8.81916,8.9876,8.24943,13.753,15.9249,7.20956,9.46287,6.98341,9.57669,11.0334
Tpm2,9.2019,9.68273,8.11598,15.8803,19.3449,5.43636,6.52799,5.27917,9.19972,11.331
Tpm3,8.82648,10.0581,8.84994,11.7025,11.5684,9.14646,9.60188,9.18535,10.1211,10.9398
Hook2,9.41337,9.98132,9.01211,9.87675,9.44003,11.2965,10.4825,10.7265,9.90014,9.87074
Vav1,10.834,10.2417,11.3461,11.2075,11.4237,8.96122,8.69527,8.81813,9.33373,9.13866
Vav3,9.73273,8.77611,10.4452,11.7431,10.7214,10.3875,10.2736,8.82351,8.68186,10.415
Cntrl,10.8295,10.2394,11.0292,9.96092,10.5416,9.64721,8.83079,9.42967,10.1247,9.36701
Plec,7.87822,7.68225,7.53108,8.63813,8.3269,12.0439,12.693,11.8237,11.5981,11.7847
Plec,7.10144,6.73415,7.02503,9.84257,8.33006,11.7214,13.8277,12.0274,11.6082,11.782
Eppk1,10.1458,10.8981,10.4321,9.52828,10.0449,10.113,9.85089,10.1749,9.48435,9.32763
Macf1,8.52834,7.68546,8.9677,8.51324,7.95392,11.6837,12.5467,12.0176,11.1534,10.9499
Macf1,8.51905,7.91921,8.69261,8.48423,7.82267,11.7331,12.5628,12.1737,10.9673,11.1253
Dst,8.68786,8.82208,8.55678,10.9178,11.0582,9.9524,10.5889,9.62943,10.5619,11.2246
Macf1,7.86554,7.51687,9.84318,7.8519,7.35278,11.6494,13.9671,11.9242,11.4609,10.5682
Zzef1,9.29417,8.89611,8.97522,11.0286,10.5753,10.2814,9.49516,9.77576,10.4779,11.2005
Commd10,10.0953,10.7337,10.1684,10.7245,10.1245,10.1296,9.1768,9.79533,9.56387,9.48807
Rps10,10.5912,9.89757,10.506,9.91432,9.62348,10.1812,10.1488,9.90244,10.0341,9.20088
Synpo2,8.27896,9.20808,8.1917,15.3346,17.5258,5.54834,7.10255,5.97872,9.53848,13.2929
Synpo2,8.60488,9.28948,7.94457,16.0392,18.6791,5.14549,6.03043,5.38905,10.3171,12.5607
Armc1,9.91529,10.4805,10.0483,9.83579,9.79498,10.0588,9.75468,10.5445,10.1208,9.44631
Anapc5,10.2813,9.93433,11.1904,9.1297,9.25821,10.501,10.2789,10.3404,9.89132,9.19446
Lphn2,9.206,9.21226,9.79362,8.50317,8.6599,10.6773,12.0275,11.3793,10.5251,10.0158
Ncf4,10.416,8.7191,11.0009,9.92472,10.4491,10.1307,9.37992,9.66062,10.7172,9.60181
Taf6,10.1924,10.6251,10.1474,9.52907,9.78943,10.1114,9.51077,10.539,9.95177,9.60356
Spats2,9.83155,9.78009,10.715,8.46072,8.30858,10.5803,11.1852,11.4198,10.0874,9.63135
Mcat,10.6873,10.8378,10.2669,9.0974,8.89295,10.8701,9.55089,10.2355,9.96924,9.59202
,9.86916,9.88907,10.3258,9.19071,9.12855,10.1895,10.5683,10.5256,10.343,9.97036
Tars2,9.72849,10.0248,10.0523,9.05927,8.73987,10.7487,10.7828,10.8139,10.1992,9.85073
Kif13b,9.44733,9.54159,9.2191,10.759,10.6092,9.97853,9.58185,9.95508,10.1359,10.7724
Kif1c,9.52061,9.4231,9.56489,10.371,9.97436,9.72071,10.3604,10.219,10.2778,10.5682
Kif1b,9.65471,9.98099,9.6674,9.58898,9.74731,10.0112,10.1881,10.6416,10.1978,10.3218
Kif13a,9.67055,10.4115,9.69551,10.7026,10.1326,9.57863,9.35638,10.3799,9.8322,10.2402
Kif16b,9.86464,10.1751,10.0896,9.53911,9.75728,9.69112,10.502,10.1431,10.4895,9.7484
